ID,Node,Action,ActionData,Description,Parent,Parameters,Image,SelectedImage,FormatID,DetailCommand,KeyType,Inactive,ForwardParam,PrintType,PrintWidth,GroupBy,SubTotals,SubTotalLabel,NoSubTotals,ColumnWidth,Header,Footer,TopLineBreak,BottomLineBreak,PageLength,TopMargin,BottomMargin,"Insert Into  ReportData(ID,Node,Action,ActionData,Description,Parent,Parameters,Image,SelectedImage,FormatID,DetailCommand,KeyType,Inactive,ForwardParam,PrintType,PrintWidth,GroupBy,SubTotals,SubTotalLabel,NoSubTotals,ColumnWidth,Header,Footer,TopLineBreak,BottomLineBreak,PageLength,TopMargin,BottomMargin)"
84,Beat - Invoices,1,spr_list_invoices_by_beat_abstract,,439,1,1,2,0,85,3,0,1,1,150,0,,,0,,,,0,0,0,0,0,"SELECT 84,'Beat - Invoices',1,'spr_list_invoices_by_beat_abstract','',439,1,1,2,0,85,3,0,1,1,150,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
85,Invoice Based On Beat Detail,2,spr_list_invoices_by_beat,,84,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 85,'Invoice Based On Beat Detail',2,'spr_list_invoices_by_beat','',84,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
86,Salesman - Invoices,1,spr_list_invoices_by_salesman_abstract_ITC,,867,278,1,2,0,87,3,0,2,1,175,0,,,0,,,,0,0,0,0,0,"SELECT 86,'Salesman - Invoices',1,'spr_list_invoices_by_salesman_abstract_ITC','',867,278,1,2,0,87,3,0,2,1,175,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
87,Invoice Based On Salesman Detail,2,spr_list_invoices_by_salesman_ITC,,86,0,1,2,0,0,3,1,0,0,136,1,9,SubTotal:;GrandTotal:,1,,,,0,0,0,0,0,"SELECT 87,'Invoice Based On Salesman Detail',2,'spr_list_invoices_by_salesman_ITC','',86,0,1,2,0,0,3,1,0,0,136,1,'9','SubTotal:;GrandTotal:',1,'','','',0,0,0,0,0 UNION ALL"
88,Downloaded Items,1,spr_list_cntitemscatalog,,1,1,1,2,0,89,200,1,1,41,176,0,,,0,,,,0,0,0,0,0,"SELECT 88,'Downloaded Items',1,'spr_list_cntitemscatalog','',1,1,1,2,0,89,200,1,1,41,176,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
89,List Downloaded Items,2,spr_list_downloadeditems,,88,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 89,'List Downloaded Items',2,'spr_list_downloadeditems','',88,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
90,Price Change,1,spr_list_cntpricechange,,434,1,1,2,0,91,200,1,0,1,136,0,,,0,,,,0,0,0,0,0,"SELECT 90,'Price Change',1,'spr_list_cntpricechange','',434,1,1,2,0,91,200,1,0,1,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
91,List Price Change Items,2,spr_get_PriceChange,,90,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 91,'List Price Change Items',2,'spr_get_PriceChange','',90,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
92,List Salesman Target,2,spr_list_salesman_target,,14,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 92,'List Salesman Target',2,'spr_list_salesman_target','',14,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
93,Lines per call detail,2,spr_linespercall_detail,,42,0,1,2,0,0,3,1,0,0,136,0,5,,0,1.44E+23,,,0,0,0,0,0,"SELECT 93,'Lines per call detail',2,'spr_linespercall_detail','',42,0,1,2,0,0,3,1,0,0,136,0,'5','',0,'1.44001E+23','','',0,0,0,0,0 UNION ALL"
94,Stock - Ageing,1,spr_list_stockageing_report,,429,143,1,2,0,97,200,0,0,1,110,0,,,0,,,,0,0,0,0,0,"SELECT 94,'Stock - Ageing',1,'spr_list_stockageing_report','',429,143,1,2,0,97,200,0,0,1,110,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
95,Sales - Category Report,1,spr_sales_by_ItemCategory_Report,,437,104,1,2,0,96,3,0,3,1,100,0,,,0,,,,0,0,0,0,0,"SELECT 95,'Sales - Category Report',1,'spr_sales_by_ItemCategory_Report','',437,104,1,2,0,96,3,0,3,1,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
96,Sales By Category Details Report,2,spr_sales_by_itemcategory_details_report,,95,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 96,'Sales By Category Details Report',2,'spr_sales_by_itemcategory_details_report','',95,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
97,Stock Ageing Report Detail,2,spr_stock_ageing_report,,94,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 97,'Stock Ageing Report Detail',2,'spr_stock_ageing_report','',94,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
98,Stock Movement Report,1,spr_list_stockmovement_report,,1,22,1,2,0,0,3,1,0,0,230,0,,,0,,,,0,0,0,0,0,"SELECT 98,'Stock Movement Report',1,'spr_list_stockmovement_report','',1,22,1,2,0,0,3,1,0,0,230,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
99,Trading Margins - Items,1,spr_list_tradingmargins,,442,1,1,2,0,100,200,0,1,1,130,0,,,0,,,,0,0,0,0,0,"SELECT 99,'Trading Margins - Items',1,'spr_list_tradingmargins','',442,1,1,2,0,100,200,0,1,1,130,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
100,Trading Margins - Item Details,2,spr_list_itemwise_tradingmargin,,99,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 100,'Trading Margins - Item Details',2,'spr_list_itemwise_tradingmargin','',99,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
101,Trading Margins - Categories,1,spr_list_tradingmargins_category,,442,39,1,2,0,102,200,0,3,1,70,0,,,0,,,,0,0,0,0,0,"SELECT 101,'Trading Margins - Categories',1,'spr_list_tradingmargins_category','',442,39,1,2,0,102,200,0,3,1,70,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
102,Trading Margin - Category Items,2,spr_list_category_item_tradingmargin,,101,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 102,'Trading Margin - Category Items',2,'spr_list_category_item_tradingmargin','',101,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
103,Total Sales,1,spr_total_sales,,436,1,1,2,0,123,3,0,1,1,135,0,,,0,,,,0,0,0,0,0,"SELECT 103,'Total Sales',1,'spr_total_sales','',436,1,1,2,0,123,3,0,1,1,135,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
104,Sales Tax payable,1,spr_salestaxpayable_ITC,,441,287,1,2,0,105,3,0,3,1,215,0,,,0,,,,0,0,0,0,0,"SELECT 104,'Sales Tax payable',1,'spr_salestaxpayable_ITC','',441,287,1,2,0,105,3,0,3,1,215,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
105,Sales Tax Payable Detail,2,spr_salestaxpayable_detail_ITC,,104,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 105,'Sales Tax Payable Detail',2,'spr_salestaxpayable_detail_ITC','',104,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
106,Available Book Stock - Details,2,spr_bookstock_MUOM,,9,0,1,2,0,0,200,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 106,'Available Book Stock - Details',2,'spr_bookstock_MUOM','',9,0,1,2,0,0,200,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
107,Item List - Details,2,spr_list_item_detail,,5,0,1,2,0,0,200,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 107,'Item List - Details',2,'spr_list_item_detail','',5,0,1,2,0,0,200,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
108,Category Items,2,spr_list_category_items,,8,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 108,'Category Items',2,'spr_list_category_items','',8,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
109,Sales - Division,1,spr_sales_by_brand,,436,5,1,2,0,110,3,0,2,1,130,0,,,0,,,,0,0,0,0,0,"SELECT 109,'Sales - Division',1,'spr_sales_by_brand','',436,5,1,2,0,110,3,0,2,1,130,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
110,Sales By Division Detail,2,spr_sales_by_branddetail,,109,0,1,2,0,0,0,1,0,0,136,0,4,,0,,,,0,0,0,0,0,"SELECT 110,'Sales By Division Detail',2,'spr_sales_by_branddetail','',109,0,1,2,0,0,0,1,0,0,136,0,'4','',0,'','','',0,0,0,0,0 UNION ALL"
111,Sales - Manufacturer,1,spr_sales_by_manufacturer,,436,6,1,2,0,112,3,0,2,1,130,0,,,0,,,,0,0,0,0,0,"SELECT 111,'Sales - Manufacturer',1,'spr_sales_by_manufacturer','',436,6,1,2,0,112,3,0,2,1,130,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
112,Sales By Manufacturer Details,2,spr_sales_by_manufacturerdetail,,111,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 112,'Sales By Manufacturer Details',2,'spr_sales_by_manufacturerdetail','',111,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
113,Salesman - Items,1,spr_list_invoices_by_salesman_abstract_MUOM,,439,129,1,2,0,114,3,0,2,1,100,0,,,0,,,,0,0,0,0,0,"SELECT 113,'Salesman - Items',1,'spr_list_invoices_by_salesman_abstract_MUOM','',439,129,1,2,0,114,3,0,2,1,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
114,Salesmanwise Packing List Detail,2,spr_list_items_by_salesman_MUOM,,113,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 114,'Salesmanwise Packing List Detail',2,'spr_list_items_by_salesman_MUOM','',113,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
115,Sales - Credit term,1,spr_list_cash_credit_sales,,436,1,1,2,0,116,3,0,1,1,86,0,,,0,,,,0,0,0,0,0,"SELECT 115,'Sales - Credit term',1,'spr_list_cash_credit_sales','',436,1,1,2,0,116,3,0,1,1,86,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
116,Customerwise Cash/Credit Sales Detail,1,spr_list_cash_credit_customers,,115,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 116,'Customerwise Cash/Credit Sales Detail',1,'spr_list_cash_credit_customers','',115,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
117,Expired Stock,1,spr_list_expiryitems,,431,7,1,2,0,118,200,0,1,1,100,0,,,0,,,,0,0,0,0,0,"SELECT 117,'Expired Stock',1,'spr_list_expiryitems','',431,7,1,2,0,118,200,0,1,1,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
118,Itemwise Expiry Detail,2,spr_list_expiryitem_detail,,117,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 118,'Itemwise Expiry Detail',2,'spr_list_expiryitem_detail','',117,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
119,Sales - Scheme,1,spr_list_freeschemes,,436,1,1,2,0,120,3,0,1,1,88,0,,,0,,,,0,0,0,0,0,"SELECT 119,'Sales - Scheme',1,'spr_list_freeschemes','',436,1,1,2,0,120,3,0,1,1,88,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
120,Sales by Scheme Detail,2,spr_list_freescheme_detail,,119,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 120,'Sales by Scheme Detail',2,'spr_list_freescheme_detail','',119,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
121,Sales Tax - Tax wise,1,spr_Taxwisereport_ITC,,441,286,1,2,0,122,3,0,1,1,152,0,,,0,,,,0,0,0,0,0,"SELECT 121,'Sales Tax - Tax wise',1,'spr_Taxwisereport_ITC','',441,286,1,2,0,122,3,0,1,1,152,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
122,Tax Payable Report By Tax Code Detail,2,spr_list_TaxPaid_Invoices_ITC,,121,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 122,'Tax Payable Report By Tax Code Detail',2,'spr_list_TaxPaid_Invoices_ITC','',121,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
123,Total Sales Report Detail,2,spr_total_sales_detail,,103,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 123,'Total Sales Report Detail',2,'spr_total_sales_detail','',103,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
124,Trading Margins - Divisions,1,spr_list_trading_margins_brandwise,,442,1,1,2,0,125,3,0,1,1,65,0,,,0,,,,0,0,0,0,0,"SELECT 124,'Trading Margins - Divisions',1,'spr_list_trading_margins_brandwise','',442,1,1,2,0,125,3,0,1,1,65,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
125,Trading Margins - Divisionwise Detail,2,spr_list_trading_margins_brandwise_detail,,124,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 125,'Trading Margins - Divisionwise Detail',2,'spr_list_trading_margins_brandwise_detail','',124,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
126,Trading Margins - Manufacturer,1,spr_list_trading_margins_manufacturerwise,,442,1,1,2,0,127,3,0,1,1,65,0,,,0,,,,0,0,0,0,0,"SELECT 126,'Trading Margins - Manufacturer',1,'spr_list_trading_margins_manufacturerwise','',442,1,1,2,0,127,3,0,1,1,65,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
127,Trading Margins - Manufacturerwise Detail,2,spr_list_trading_margins_manufacturerwise_detail,,126,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 127,'Trading Margins - Manufacturerwise Detail',2,'spr_list_trading_margins_manufacturerwise_detail','',126,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
128,Items by property,1,spr_list_property,,448,12,1,2,0,129,3,0,0,23,78,0,,,0,,,,0,0,0,0,0,"SELECT 128,'Items by property',1,'spr_list_property','',448,12,1,2,0,129,3,0,0,23,78,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
129,List Items By Property Details,2,spr_list_property_items,,128,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 129,'List Items By Property Details',2,'spr_list_property_items','',128,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
130,Non Moving Stock,1,spr_list_NonMovable_Items_MUOM,,431,118,1,2,0,0,0,0,0,0,116,0,,,0,,,,0,0,0,0,0,"SELECT 130,'Non Moving Stock',1,'spr_list_NonMovable_Items_MUOM','',431,118,1,2,0,0,0,0,0,0,116,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
131,Nil Stock,1,spr_list_NilStock_Items,,431,109,1,2,0,466,200,0,0,0,97,0,,,0,,,,0,0,0,0,0,"SELECT 131,'Nil Stock',1,'spr_list_NilStock_Items','',431,109,1,2,0,466,200,0,0,0,97,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
132,Accounts,0,,Click to view accounts related reports,0,0,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 132,'Accounts',0,'','Click to view accounts related reports',0,0,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
133,Collections,1,sp_acc_rpt_list_collections,,450,3,1,2,0,134,3,0,0,3,162,2,5;6,SubTotal:;GrandTotal:,0,,,,0,0,0,0,0,"SELECT 133,'Collections',1,'sp_acc_rpt_list_collections','',450,3,1,2,0,134,3,0,0,3,162,2,'5;6','SubTotal:;GrandTotal:',0,'','','',0,0,0,0,0 UNION ALL"
134,List Collection Detail,2,spr_list_CollectionDetail,,133,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 134,'List Collection Detail',2,'spr_list_CollectionDetail','',133,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
135,Payments,1,sp_acc_rpt_list_payments,,450,2,1,2,0,136,3,0,0,3,166,2,5;6,Sub Total:;Grand Total:,0,,,,0,0,0,0,0,"SELECT 135,'Payments',1,'sp_acc_rpt_list_payments','',450,2,1,2,0,136,3,0,0,3,166,2,'5;6','Sub Total:;Grand Total:',0,'','','',0,0,0,0,0 UNION ALL"
136,List Payment Detail,2,sp_acc_rpt_list_paymentDetail,,135,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 136,'List Payment Detail',2,'sp_acc_rpt_list_paymentDetail','',135,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
137,Credit Notes,1,sp_acc_list_CreditNote,,450,1,1,2,0,0,0,0,0,0,115,6,6,SubTotal:;GrandTotal:,1,1.44E+43,,,0,0,0,0,0,"SELECT 137,'Credit Notes',1,'sp_acc_list_CreditNote','',450,1,1,2,0,0,0,0,0,0,115,6,'6','SubTotal:;GrandTotal:',1,'1.44001E+43','','',0,0,0,0,0 UNION ALL"
138,Debit Notes,1,sp_acc_list_DebitNote,,450,1,1,2,0,0,0,0,0,0,120,4,5;6,SubTotal:;GrandTotal:,1,1.44E+43,,,0,0,0,0,0,"SELECT 138,'Debit Notes',1,'sp_acc_list_DebitNote','',450,1,1,2,0,0,0,0,0,0,120,4,'5;6','SubTotal:;GrandTotal:',1,'1.44001E+43','','',0,0,0,0,0 UNION ALL"
139,Outstanding - Invoice wise,1,spr_list_Invoicewise_OutStanding,,451,1,1,2,0,0,0,0,0,0,100,3,6,SubTotal:;GrandTotal:,1,,,,0,0,0,0,0,"SELECT 139,'Outstanding - Invoice wise',1,'spr_list_Invoicewise_OutStanding','',451,1,1,2,0,0,0,0,0,0,100,3,'6','SubTotal:;GrandTotal:',1,'','','',0,0,0,0,0 UNION ALL"
140,Banks,1,spr_list_Bank,,4,0,1,2,0,0,0,0,0,0,47,0,,,0,,,,0,0,0,0,0,"SELECT 140,'Banks',1,'spr_list_Bank','',4,0,1,2,0,0,0,0,0,0,47,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
141,Outstanding - Customer wise,1,spr_list_Customer_OutStanding,,866,27,1,2,0,142,200,0,3,3,95,1,4,SubTotal:; Grand Total:,1,,,,0,0,0,0,0,"SELECT 141,'Outstanding - Customer wise',1,'spr_list_Customer_OutStanding','',866,27,1,2,0,142,200,0,3,3,95,1,'4','SubTotal:; Grand Total:',1,'','','',0,0,0,0,0 UNION ALL"
142,List Customerwise OutStanding Detail,2,spr_list_Customer_OutStanding_Detail,,141,0,1,2,0,0,0,1,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 142,'List Customerwise OutStanding Detail',2,'spr_list_Customer_OutStanding_Detail','',141,0,1,2,0,0,0,1,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
143,Collections - Excess,1,sp_acc_rpt_list_Excess_Collections,,452,1,1,2,0,0,0,0,0,0,95,0,,,0,,,,0,0,0,0,0,"SELECT 143,'Collections - Excess',1,'sp_acc_rpt_list_Excess_Collections','',452,1,1,2,0,0,0,0,0,0,95,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
144,Cheque Deposited,1,sp_acc_rpt_list_Cheque_Deposited,,454,1,1,2,0,0,0,0,0,0,114,0,,,0,,,,0,0,0,0,0,"SELECT 144,'Cheque Deposited',1,'sp_acc_rpt_list_Cheque_Deposited','',454,1,1,2,0,0,0,0,0,0,114,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
145,Collections - Cash,1,sp_acc_rpt_list_cash_collections,,452,1,1,2,0,134,3,0,0,0,75,2,5,Sub Total:;Grand Total:,0,,,,0,0,0,0,0,"SELECT 145,'Collections - Cash',1,'sp_acc_rpt_list_cash_collections','',452,1,1,2,0,134,3,0,0,0,75,2,'5','Sub Total:;Grand Total:',0,'','','',0,0,0,0,0 UNION ALL"
146,Collections - Cheque,1,sp_acc_rpt_list_cheque_collections,,452,1,1,2,0,0,0,0,0,0,155,2,10,SubTotal:;GrandTotal:,0,,,,0,0,0,0,0,"SELECT 146,'Collections - Cheque',1,'sp_acc_rpt_list_cheque_collections','',452,1,1,2,0,0,0,0,0,0,155,2,'10','SubTotal:;GrandTotal:',0,'','','',0,0,0,0,0 UNION ALL"
147,Outstanding - Salesmanwise,1,sp_acc_rpt_Salesmanwise_OutStanding,,866,1,1,2,0,148,3,0,1,1,88,1,2,SubTotal:;GrandTotal:,1,,,,0,0,0,0,0,"SELECT 147,'Outstanding - Salesmanwise',1,'sp_acc_rpt_Salesmanwise_OutStanding','',866,1,1,2,0,148,3,0,1,1,88,1,'2','SubTotal:;GrandTotal:',1,'','','',0,0,0,0,0 UNION ALL"
148,List Salesmanwise OutStanding Detail,2,sp_acc_rpt_list_Salesmanwise_OutStandingDetail,,147,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 148,'List Salesmanwise OutStanding Detail',2,'sp_acc_rpt_list_Salesmanwise_OutStandingDetail','',147,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
149,Outstanding - Salesman Invoicewise,1,sp_acc_rpt_list_SMCustomer_OutStanding_ITC,,451,20,1,2,0,150,200,0,3,1,134,0,,,0,,,,0,0,0,0,0,"SELECT 149,'Outstanding - Salesman Invoicewise',1,'sp_acc_rpt_list_SMCustomer_OutStanding_ITC','',451,20,1,2,0,150,200,0,3,1,134,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
150,List Salesmanwise Customer OutStanding Detail,2,sp_acc_rpt_list_SMCustomer_OutStandingDetail,,149,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 150,'List Salesmanwise Customer OutStanding Detail',2,'sp_acc_rpt_list_SMCustomer_OutStandingDetail','',149,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
151,Reports,0,,,450,0,1,2,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 151,'Reports',0,'','',450,0,1,2,0,0,0,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
152,Cheques,1,spr_list_AvailableCheques,,4,0,1,2,0,0,0,0,0,0,100,0,,,0,,,,0,0,0,0,0,"SELECT 152,'Cheques',1,'spr_list_AvailableCheques','',4,0,1,2,0,0,0,0,0,0,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
153,Available Cheques,1,spr_list_AvailableChequeLeaves,,454,0,1,2,0,0,0,0,0,0,102,0,,,0,,,,0,0,0,0,0,"SELECT 153,'Available Cheques',1,'spr_list_AvailableChequeLeaves','',454,0,1,2,0,0,0,0,0,0,102,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
154,Top 25 Customers- Manufacturer,1,spr_manufacturers,,438,73,1,2,0,155,3,0,1,1,48,0,,,0,,,,0,0,0,0,0,"SELECT 154,'Top 25 Customers- Manufacturer',1,'spr_manufacturers','',438,73,1,2,0,155,3,0,1,1,48,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
155,Top 25 Customers - Manufacturerwise Detail,2,spr_top_customers_by_manufacturers,,154,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 155,'Top 25 Customers - Manufacturerwise Detail',2,'spr_top_customers_by_manufacturers','',154,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
156,Top 25 Customers - Division,1,spr_brands,,438,73,1,2,0,157,3,0,1,1,48,0,,,0,,,,0,0,0,0,0,"SELECT 156,'Top 25 Customers - Division',1,'spr_brands','',438,73,1,2,0,157,3,0,1,1,48,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
157,Top 25 Customers - Brandwise Detail,2,spr_top_customers_by_brand,,156,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 157,'Top 25 Customers - Brandwise Detail',2,'spr_top_customers_by_brand','',156,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
158,Salesman - Confirmed orders,1,spr_salesmanwise_orders,,439,1,1,2,0,159,3,0,1,1,121,0,,,0,,,,0,0,0,0,0,"SELECT 158,'Salesman - Confirmed orders',1,'spr_salesmanwise_orders','',439,1,1,2,0,159,3,0,1,1,121,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
159,Salesmanwise Confirmed Order Detail,2,spr_salesmanwise_orders_detail,,158,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 159,'Salesmanwise Confirmed Order Detail',2,'spr_salesmanwise_orders_detail','',158,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
160,Stock Adjustment - Damage,1,spr_list_StockAdjustment_Damages,,429,633,1,2,0,161,3,0,3,1,141,0,,,0,,,,0,0,0,0,0,"SELECT 160,'Stock Adjustment - Damage',1,'spr_list_StockAdjustment_Damages','',429,633,1,2,0,161,3,0,3,1,141,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
161,Stock Adjustment Damaged Items ,12,spr_list_StockAdjustment_Damaged_Items,,160,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 161,'Stock Adjustment Damaged Items ',12,'spr_list_StockAdjustment_Damaged_Items','',160,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
162,ABC Classification,1,spr_abc_volume,,438,102,1,2,0,0,200,0,0,1,136,0,,,0,,,,0,0,0,0,0,"SELECT 162,'ABC Classification',1,'spr_abc_volume','',438,102,1,2,0,0,200,0,0,1,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
163,Collections - Beatwise,1,spr_list_Beat_Collections,,452,14,1,2,0,164,3,0,0,1,188,0,,,0,,,,0,0,0,0,0,"SELECT 163,'Collections - Beatwise',1,'spr_list_Beat_Collections','',452,14,1,2,0,164,3,0,0,1,188,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
164,List Beatwise Collections Detail,2,spr_list_CollectionDetail,,163,0,1,2,0,0,3,1,2,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 164,'List Beatwise Collections Detail',2,'spr_list_CollectionDetail','',163,0,1,2,0,0,3,1,2,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
165,Outstanding - Beatwise,1,spr_list_beat_outstanding,,451,37,1,2,0,166,200,0,0,1,100,1,5,SubTotal:;GrandTotal:,0,,,,0,0,0,0,0,"SELECT 165,'Outstanding - Beatwise',1,'spr_list_beat_outstanding','',451,37,1,2,0,166,200,0,0,1,100,1,'5','SubTotal:;GrandTotal:',0,'','','',0,0,0,0,0 UNION ALL"
